product,date,title,rating,review_list
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 4 October 2021,Physical scratch on the airpod charging container screen.,3,"I ordererd this product 3 time.1st Time : One of the airpod did not work(No sound). Returned.2nd Time : Airpods worked, but there was a big scratch on the screen of the charging container. Returned.3rd Time : Airpods work, but again there are scratches on the screen and charging container. Now I am keeping it because it is third time and it works, it seems used. The picture does not show as many only the one that is deep, but there were a lot of them.Positives : Sound quality is very good, also battery life is also good, about 4-5 hours of continous use. Also the case can charge the pods about 2 times in one charge. Also the quality of the earpods seem good for the price that they come at."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 21 October 2021,Bad performance and worse after sales service,2,"Good but my left bud becomes unfunctional after using it for few months. Bluetooth connection is not fast and one has to manually connect if automatic connection does not function.Sometimes one ear bud connects the other doesnot. The charging is fast but you never get to know the exact % of charge available as it's LED display shows 100% even after 4 hrs of continuous usage.I tried to get it replaced or repaired during my warranty period by mailing to boat customer care, but since last 20 days I m getting sms of product pickup by their courier partner with contact no. But the courier guy confirms to visit and no one is coming to pick it up even after multiple calls. I don't know what is the issue with the pickup not getting done in these days and every day a new courier partner is assigned. Literally fed up with the services! Post sales service is 0 zero.Please don't buy."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 3 November 2020,Very Good Earphones.👌,5,Very Good Sound Bluetooth Headphones.👌👌👌Bass 9/10Treble 10/10Vocals 10/10Clarity & Loudness 100/100👍👍👍👍👍👍Pls Adjust your Silicon ear caps and also adjust your Equlizer according to your Mood and the Sound is Just Awesome.👌👌👌Go for it Truly Value For Money.😊
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 8 October 2021,Build quality not too good,3,"I ordered this for my wife. She was disappointed with the build quality. Felt very cheap when compared to the OnePlus buds that I have. The price of course is cheaper than the OnePlus buds but it not only looks cheap, but its very flimsy too. One of the buds came apart after it fell from my hand. I managed to put it back together with a little effort.Overall I will rate it 3 stars. It does its job but it could have been made more sturdier. I dont think it will last that long."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 27 July 2021,Poor after sales service. Poor quality.,3,"One of the earpods, right one, stopped working beyond 1 feet, within 2 months..Mic for phone calls does not work. No response to warranty claim lodged about 2-3 months back.Stuck up with poor quality product."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 13 November 2020,Worth your money to buy. Go for it.,5,"Bought this on Great Indian Festival Offer for ₹999 as Mrp was ₹2,999. I was so impressed & convinced with my decision of buying this instead of Redmi Earbuds 2C for ₹1,299.1) Case quality - Made of plastic. Looks premium but neither so good nor bad.2) Buds - They are so small & light weight. Buds size will be average for 20+ years age, but might be little big for people whose ears are small.3) Connectivity - Has Bluetooth 5.0, so no worries about connection loss, but common distance is 10m.4) Sound Quality - Sound is good but not so great @ this price range. Bass is decent, Trebles are good, mids & lows are Ok. Call quality is good without any voice break.5) Battery - Battery life is good, will give you around 3-3.5hrs playback on a single charge. Case give you 3 full times charging for the buds. Main highlight is the battery percentage which most brands doesn't give. Really good.6) Brand - Boat is one of the best brand in market for audio accessories. This brand never fails to give it's best for the customer. 1 year international warranty provided & service centres are good.Final verdict - Overall I would say if the buds price is ₹999 & your budget is under ₹1000, then definitely go for it. You won't regret buying it. But if this buds price goes over 1000+ then check for other options.Peace ✌️"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 21 January 2021,Sound keeps breaking,1,"The sound quality is good, but I need to use these mostly for workout and running, and the sound keeps breaking in between, for no apparent reason. I carry my phone with me, so it can't be because the earphones are out of range or something. They fit well in the ear too. So the sound breakage doesn't make sense & is a nuisance. I expected better from a product of boAt.UPDATE: In just 7 months, these earphones have stopped working. My phone is not able to connect to the earphones. The battery charging level always shows up as 100% but the battery dies all of a sudden without warning. A complete waste of money. I will never buy anything from boAt ever again. I wish I could get a refund on these."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 22 January 2021,ONE OF THE BEST EAR BUDS IN THE PRICE RANGE,5,"today only delivered , packaging wsa quite good and all the accessories are perfectly packed inside .sound quality is good enoughconnectivity is low ...ok..okbattery back up was good and led indicator is a highlight feature addedjust ignore those negetive reviews ,as those people consider as most unhappy people in this universejust keep in mind that company providing gadget in a very low price range hence please dont compare with an other devicedont do unhealty comparision,,, product is good enough upto the description...."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 23 November 2021,Used items sent,1,They sent used items with hundreds of scratches though I paid 1299 for new ones  .One earphone keeps stopping .Charging case shows 32% phone shows 100% battery.I have big boat earphones which I'm using from last 4 yrs now so inspite of bad reviews bought Boat trusting my previous experience and the company but I'm repenting now .....not necessary every product of company is good ...on top of it they don't even allow refund just replacement.This is cheating the customer ...now waiting for a better pair to arrive ...will post new review soon after they arrive
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 21 November 2020,Good considering the price,3,I was expecting a little more better sound quality and Mic. But I still recommend; at this price it is still a better deal. The noise cancellation is not good but the person on the other side of the call can you hear the voice just fine. So that way you can use it for both music and for your meetings or phone calls. The rest of the features like range battery back up design are all okay. Even volume controls could have been provided.
